mass_A
t,x,y
0.0,0.0017408418084610133,3.00240323110355
0.016666666666666666,0.004124624508675012,3.002501878118654
0.03333333333333333,0.004136500435112822,3.0024462602265727
0.05,0.00421707457782361,3.0020747098499987
0.06666666666666667,0.0040804452374416655,2.999531398461974
0.08333333333333333,0.004141260857117857,2.9964987881177114
0.1,0.004137501170985658,2.9915555578804627
0.11666666666666667,0.004112483415132928,2.9867199822152886
0.13333333333333333,0.004152671052846557,2.9809544783526167
0.15,0.004182469956941048,2.975315657957812
0.16666666666666666,0.003925164521659141,2.969516696918596
0.18333333333333332,0.0040750653394105996,2.96348556508525
0.2,0.003968556139291479,2.9540121996470257
0.21666666666666667,0.003960069807204647,2.9472954350213785
0.23333333333333334,0.00394762264845383,2.937504112463796
0.25,0.003992882189457703,2.9266858866569754
0.26666666666666666,0.003959609403866082,2.9157948072926105
0.2833333333333333,0.003575244138854572,2.9049263174941746
0.3,0.0034171203352322266,2.893956423321413
0.31666666666666665,0.0027948141226659118,2.8826225360250826
0.3333333333333333,0.002941825313543589,2.8704921813391273
0.35,0.001962408487967693,2.8574408188063583
0.36666666666666664,3.228980922997948E-4,2.8427683900846787
0.3833333333333333,-0.0014609764501329892,2.8289252757342522
0.4,-0.002316237686324385,2.8166502464385026
0.4166666666666667,-0.004530605471826377,2.801972363308799
0.43333333333333335,-0.006577883629567793,2.785673190863262
0.45,-0.0075324697320535705,2.771114067573924
0.4666666666666667,-0.008579974889025621,2.755381713018436
0.48333333333333334,-0.01107464936648661,2.741055960969856
0.5,-0.013647372299777416,2.72426192750257
0.5166666666666666,-0.0163085010628663,2.708570908952396
0.5333333333333333,-0.018354179998729236,2.691806555649422
0.55,-0.021879474834797463,2.675877588622548
0.5666666666666667,-0.024520659189164462,2.659408494042661
0.5833333333333334,-0.026998979110496535,2.642858476678825
0.6,-0.030997164498856478,2.625454254116441
0.6166666666666667,-0.034099188026317506,2.609065715670674
0.6333333333333333,-0.03809465817330171,2.5932062624854604
0.65,-0.0409889065022675,2.5743128968353286
0.6666666666666666,-0.044825432876153926,2.5575577485618277
0.6833333333333333,-0.049719483992499036,2.5409740803215737
0.7,-0.05294565624328307,2.5238223981175887
0.7166666666666667,-0.05737435004915881,2.5060476477850475
0.7333333333333333,-0.06197642274982407,2.4904261298238444
0.75,-0.06566830625908437,2.4733419320408485
0.7666666666666666,-0.07159242511291275,2.4577612218637084
0.7833333333333333,-0.0760270200475972,2.4414241219320996
0.8,-0.0822893513940155,2.425644940946773
0.8166666666666667,-0.0875591379372036,2.409320230068654
0.8333333333333334,-0.09344384632199443,2.393692827776812
0.85,-0.09871892948006256,2.377220491061136
0.8666666666666667,-0.10412565216944003,2.3610264023651384
0.8833333333333333,-0.10965073921962265,2.3451529662485715
0.9,-0.11473357502102921,2.3291886286664614
0.9166666666666666,-0.12037667967997479,2.315954533551529
0.9333333333333333,-0.12567595412690657,2.3001676465757024
0.95,-0.13134549355385872,2.286068066641038
0.9666666666666667,-0.13687200864686666,2.2708257717641533
0.9833333333333333,-0.14221737929690015,2.255968433840038
1.0,-0.14790563356197772,2.242068727881475
1.0166666666666666,-0.15313839917936178,2.229336592013011
1.0333333333333332,-0.15924289800460478,2.216728727380201
1.05,-0.16453091753057691,2.203027335597519
1.0666666666666667,-0.16969800755945919,2.1901128326086
1.0833333333333333,-0.17599152961255982,2.1794513899071584
1.1,-0.18105283291322927,2.1674427434438153
1.1166666666666667,-0.18614625262100404,2.1550531542624327
1.1333333333333333,-0.19129896868301088,2.143859981305474
1.15,-0.19697288671479285,2.1330091865967695
1.1666666666666667,-0.20217925145485438,2.122136424752779
1.1833333333333333,-0.2078561272425361,2.1114085086511247
1.2,-0.21292169408714656,2.1006593120828274
1.2166666666666666,-0.216552690671298,2.0898021341804576
1.2333333333333334,-0.22325561536395355,2.080780251776443
1.25,-0.22837244959050906,2.072941004659028
1.2666666666666666,-0.23279213935138898,2.06328729443279
1.2833333333333332,-0.23553879510689057,2.0566064028007576
1.3,-0.24088329738589032,2.046376493353856
1.3166666666666667,-0.24464192075989644,2.040239132390581
1.3333333333333333,-0.24724254163752768,2.0348443270363514
1.35,-0.2513990494813214,2.0279491409171477
1.3666666666666667,-0.2553143655163286,2.021399938699532
1.3833333333333333,-0.2572351929996124,2.014460596419556
1.4,-0.26126359358044837,2.009194684424253
1.4166666666666667,-0.2634873649992304,2.0030551597654114
1.4333333333333333,-0.2667433943806383,2.000680048095913
1.45,-0.2680274854010083,1.9970673988438703
1.4666666666666666,-0.2703893481000055,1.9922066891039023
1.4833333333333334,-0.272685023596253,1.9914639855538603
1.5,-0.2731364331854973,1.9869950387962705
1.5166666666666666,-0.2744760321641877,1.9852540330186503
1.5333333333333332,-0.2758491343837015,1.985317365157158
1.55,-0.2770920529076193,1.9853451612872934
1.5666666666666667,-0.2775065726664838,1.9853352293243347
1.5833333333333333,-0.2778150627554723,1.985644269848616
1.6,-0.27793159764818753,1.986078501112896
1.6166666666666667,-0.2780570027166682,1.9861738824395605
1.6333333333333333,-0.2778905988154552,1.9864320873714263
1.65,-0.27448624178110137,1.990653646160009
1.6666666666666667,-0.272375383001183,1.992534873627502
1.6833333333333333,-0.270467785037404,1.9970331011813354
1.7,-0.2683996919152065,2.001214091310942
1.7166666666666666,-0.26488774979287477,2.0042804005738875
1.7333333333333334,-0.2617744558674673,2.0097374408995545
1.75,-0.2572133585939298,2.0141585330939433
1.7666666666666666,-0.2557647828265086,2.0233318683427948
1.7833333333333332,-0.25105003136755144,2.0293437595801187
1.8,-0.24626035889830256,2.0358719352666306
1.8166666666666667,-0.24222800048975834,2.045198799302681
1.8333333333333333,-0.2351204898488355,2.0525634186692026
1.8499999999999999,-0.23073786611926117,2.062056891238301
1.8666666666666667,-0.22475560770726233,2.072964287597814
1.8833333333333333,-0.219687460902799,2.084076905392245
1.9,-0.21333816154978713,2.095080700715741
1.9166666666666667,-0.2077084641756528,2.1061392049893994
1.9333333333333333,-0.20225623101462986,2.1171252139488246
1.95,-0.19624962055852002,2.131526879811859
1.9666666666666666,-0.19071474031323987,2.1445001950642943
1.9833333333333334,-0.18387752389506495,2.158511983264483
